"GM_CODE","GM_NAAM","POSTCODE","DEK_PERC","OAD","STED","AANT_INW","AANT_MAN","AANT_VROUW","P_00_14_JR","P_15_24_JR","P_25_44_JR","P_45_64_JR","P_65_EO_JR","P_ONGEHUWD","P_GEHUWD","P_GESCHEID","P_VERWEDUW","BEV_DICHTH","AANTAL_HH","P_EENP_HH","P_HH_Z_K","P_HH_M_K","GEM_HH_GR","P_WEST_AL","P_N_W_AL","P_MAROKKO","P_ANT_ARU","P_SURINAM","P_TURKIJE","P_OVER_NW","WONINGEN","P_WONT2000","P_WONV2000","WOZ","P_KOOPWON","P_HUURWON","P_HUURCORP","P_HUUROVVH","P_HUKO_ONB","P_GAS_TOT","P_GAS_APP","P_GAS_TUS","P_GAS_HOEK","P_GAS_21K","P_GAS_VRY","P_GAS_ONB","P_STADVERW","P_ELEK_TOT","P_ELEK_APP","P_ELEK_TUS","P_ELEK_HOE","P_ELEK_21K","P_ELEK_VRY","P_ELEK_ONB","WWB_UITTOT","P_WWB_UIT","WWB_UITMUT","AGRA_BEDR","AGRA_MUT","P_GEWASSEN","P_VEETEELT","P_COMBI","AUTO_TOT","AUTO_HH","AUTO_LAND","BEDR_AUTO","MOTOR_2W","AF_ARTSPR","AV3_ARTSPR","AF_ZIEK_E","AV20ZIEK_E","AF_OPRITH","AF_KDV","AV3_KDV","AF_ONDVMB","AV5_ONDVMB","AF_ONDHV","AV5_ONDHV","AF_SUPERM","AV3_SUPERM","AF_RESTAU","AV3_RESTAU","AF_ZWEMB","AF_BIOS","AV10BIOS","AF_TREINST","OPP_TOT","OPP_LAND","OPP_WATER"
"GM0453","Velsen",-99999999,-99999999,1732,2,67280,33305,33975,18,12,25,29,17,44,43,7,6,1507,29630,34,30,36,2.2,9,7,1,0,1,2,3,29470,94,6,252,53,46,37,10,1,1800,1350,1700,2150,2900,3600,1800,0,3100,2100,3350,3600,4000,4600,3000,840,30,25,20,-4,18,82,0,29340,1,657,3535,3195,0.7,8.5,3.3,6.6,2.4,0.9,6.6,1.6,6.4,2.2,3.8,0.6,7,0.6,25.2,2.5,5.2,2.7,2.5,6305,4464,1841
"GM0457","Weesp",-99999999,-99999999,1574,2,17635,8560,9075,16,11,27,30,17,46,40,8,6,859,8320,40,29,31,2.1,11,13,5,1,2,2,4,8300,96,4,254,52,48,39,9,0,1600,1350,1650,2000,2450,3350,1300,0,2950,2400,3300,3300,3950,4600,1950,260,37,20,45,5,2,98,0,7410,0.9,361,1000,545,0.6,5.8,9.6,10.9,1.1,1,3.3,1.2,1,1.2,1,0.7,4.7,0.6,19.6,7.9,9.9,0.7,1.3,2186,2053,133
"GM0458","Schermer",-99999999,-99999999,132,5,5360,2750,2610,20,12,24,31,13,46,46,5,4,87,2090,24,34,42,2.6,5,2,0,0,0,0,1,2125,86,14,288,73,26,17,9,1,2400,1100,1850,2000,2250,3000,2700,0,3900,2000,3550,3400,3850,4500,3250,30,13,-99999997,145,0,30,66,4,2690,1.3,44,675,375,2.9,0.6,9.6,2.6,1.3,3.1,0.8,8,0.2,8.1,0.2,2.3,0.8,2,0.9,3.7,7.9,1.8,8.7,6444,6142,302
"GM0459","Wervershoof",-99999999,-99999999,484,5,8780,4460,4320,19,13,25,29,14,46,44,5,5,375,3440,27,32,42,2.5,4,2,0,0,0,0,2,3315,89,11,247,69,31,26,4,0,2100,1100,1700,1950,2250,2700,1600,0,3750,2100,3200,3400,4000,4550,2900,50,15,-99999997,90,-1,76,23,1,3835,1.1,164,1170,465,1.6,0.9,14.5,1,1.9,2,1.1,6.6,0.1,6.6,0.1,1.2,2.6,0.7,4.7,2.3,14.9,0,6.9,3108,2340,768
"GM0462","Wieringen",-99999999,-99999999,429,5,8645,4360,4285,17,10,25,29,19,40,46,7,7,322,3750,30,35,35,2.3,5,2,0,0,0,0,2,3850,90,10,211,61,39,29,10,0,2200,1250,1800,2000,2100,2850,2600,0,3500,2300,3000,3150,3750,4050,4000,90,24,19,45,-2,22,76,2,3960,1.1,147,815,495,0.9,1.6,22,0.2,0.7,2.7,0.7,11,0,11,0,1,1.6,0.7,4.4,2.6,20.8,0,14.6,21250,2688,18562
"GM0463","Wieringermeer",-99999999,-99999999,417,5,12580,6350,6230,19,11,26,28,16,43,47,5,5,65,5270,28,35,37,2.4,6,3,0,0,0,0,2,5270,90,10,208,66,34,29,5,0,2050,1150,1750,2000,2050,2900,2750,0,3650,1950,3300,3450,4050,4500,3650,90,17,0,310,-3,75,17,8,6060,1.2,31,1860,790,1.3,1.4,24.2,0,1.5,2.2,1,3.6,0.7,3.6,0.7,1.5,1.8,3.3,1.4,3.8,19.2,0,17.7,30776,19493,11283
"GM0473","Zandvoort",-99999999,-99999999,1439,3,16630,7965,8665,14,9,24,31,21,43,39,11,8,518,8190,42,29,29,2,13,6,1,0,1,0,4,8455,87,13,312,52,47,34,13,1,1950,1300,1900,2250,3300,4500,2750,6,3100,2350,3350,3850,4200,5050,2900,270,36,7,0,-99999997,-99999997,-99999997,-99999997,7420,0.9,231,710,625,0.8,3.9,7.6,4.8,1.9,1.1,3.1,1.4,1.4,6.4,0.2,0.7,3.8,0.4,50.8,9.2,8.3,2.9,1,4434,3211,1224
"GM0476","Zijpe",-99999999,-99999999,193,5,11585,5830,5760,18,11,23,32,16,42,46,6,5,122,4790,27,36,37,2.4,7,2,0,0,0,0,1,4740,90,10,251,70,29,19,10,1,2300,1350,1850,2050,2300,2800,2350,0,3700,2700,3250,3350,3900,4300,-99999997,80,17,18,180,-3,51,47,2,5835,1.2,61,1415,870,1.3,0.9,17.6,0.8,1.1,3.9,0.4,8.3,0.4,8.9,0.1,1.8,0.8,0.8,4,3.9,9.3,0.6,8.6,11335,9509,1825
"GM0478","Zeevang",-99999999,-99999999,243,5,6305,3155,3155,19,11,22,33,15,43,48,5,4,166,2515,23,37,40,2.5,7,3,0,0,0,0,2,2500,95,5,314,78,22,18,3,0,2550,1350,1900,2200,2600,3300,3150,0,4050,2300,3550,3700,3950,4750,5550,30,14,-99999997,95,-3,3,96,1,3020,1.2,79,645,420,1.5,1.3,8.8,2.7,1.1,1.5,1.2,6.4,1,7.7,0.3,1.8,1,1.3,2.3,8.4,8.7,0.8,8.2,5523,3809,1715
"GM0479","Zaanstad",-99999999,-99999999,1799,2,145330,71695,73635,18,11,28,27,15,46,41,8,5,1968,64325,34,29,37,2.2,9,17,2,1,3,8,4,63700,86,14,200,47,52,42,10,0,1750,1400,1650,2000,2250,2950,2200,0,3050,2150,3300,3450,3600,4050,-99999997,2290,40,9,100,6,15,83,2,57670,0.9,781,7735,6535,0.8,10.5,4.6,10.1,1.5,0.9,8.8,1.8,3.2,2.3,2.1,0.7,10.1,0.7,29.7,2.3,4.6,3.5,2,8304,7387,918
"GM0482","Alblasserdam",-99999999,-99999999,1399,3,19015,9290,9725,21,12,26,24,17,41,48,5,6,2164,7625,28,31,41,2.5,7,6,1,0,0,3,2,7745,88,12,224,56,44,36,8,0,1750,1250,1700,2050,2400,3100,1350,0,3200,2150,3350,3550,4150,4850,2100,190,28,10,10,9,8,92,0,8085,1.1,920,1430,500,0.8,4.4,8,12.4,2.3,0.8,3,4.8,1,4.2,1.2,0.6,5,0.6,8.4,1.4,1.3,1,9.8,996,879,117
"GM0484","Alphen aan den Rijn",-99999999,-99999999,2176,2,72535,35765,36765,18,12,29,28,13,46,43,7,4,1317,31010,32,31,37,2.3,9,11,3,1,2,1,4,30280,92,8,240,60,39,28,11,1,1650,1300,1650,1950,2350,3100,-99999997,0,3300,2350,3650,3800,4350,4950,-99999997,750,29,17,135,-2,14,86,0,38945,1.3,707,5150,2700,0.7,6.7,2.3,6.8,1.8,0.8,9.5,1.4,4.8,1.6,2.9,0.9,8,0.7,38,2.7,2.3,2,2.6,5768,5506,261
"GM0489","Barendrecht",-99999999,-99999999,1613,2,46450,22955,23490,22,11,29,27,12,45,46,6,4,2346,18365,24,31,45,2.5,7,12,1,1,4,2,3,18285,61,39,281,64,36,22,13,0,1600,1050,1500,1900,2250,2900,1350,0,3650,2600,3700,3950,4750,5250,3350,260,15,15,35,3,68,26,6,21230,1.2,1072,2650,1365,1.1,8,5,15,2.2,0.7,9.9,2,7.5,2.4,4,1.2,4.5,0.8,15.8,2.2,7.2,2.1,3.1,2172,1980,192
"GM0491","Bergambacht",-99999999,-99999999,471,5,9730,4805,4925,21,12,23,28,16,42,49,4,5,277,3830,25,36,39,2.5,4,3,1,0,0,0,1,3895,87,13,320,65,35,26,8,0,2150,1300,1700,2000,2450,3150,-99999997,0,3650,2050,3350,3550,4100,4550,-99999997,40,11,-99999997,90,2,7,93,0,4555,1.2,130,1135,430,2.1,1.3,12.6,3.9,1.2,2.2,1.4,5.5,0.5,5.6,0.4,2,1.5,1.3,4,2.7,12.2,0.1,12.5,3805,3511,294
"GM0497","Bodegraven",-99999999,-99999999,1264,3,19445,9760,9690,20,13,26,27,14,45,46,5,4,519,7635,27,31,42,2.5,6,6,3,0,0,0,2,7445,93,7,280,69,31,22,9,0,2000,1200,1750,2150,2450,3250,1200,0,3450,2150,3500,3700,3850,4550,2800,130,19,2,90,-3,2,96,2,8235,1.1,220,1860,790,0.7,4.5,8.6,4,0.9,1.5,1.9,1.8,0.9,1.8,0.9,0.7,2.8,0.7,16.5,2.1,8.8,2.1,1.5,3850,3749,101
"GM0498","Drechterland",-99999999,-99999999,449,5,19290,9785,9505,19,12,24,31,14,44,47,5,4,326,7610,25,35,40,2.5,5,2,0,0,0,0,1,7625,82,18,259,75,24,19,5,0,2200,950,1700,1950,2200,2900,2850,0,3750,2100,3100,3300,3900,4500,6100,70,10,-8,220,-1,62,36,2,8735,1.1,148,1825,1075,1.4,2.2,10.4,1,1.5,1.9,1.1,4.6,1.3,4.6,0.9,1.5,2.1,1.3,2.3,4.5,10.3,0.3,3.5,8072,5910,2162
"GM0499","Boskoop",-99999999,-99999999,785,4,15090,7545,7545,20,12,26,28,15,44,47,5,5,1016,6105,28,33,39,2.4,6,8,5,0,0,0,2,6100,95,5,260,60,40,31,9,1,1950,1100,1600,2000,2450,3150,-99999997,0,3400,2300,3300,3600,3950,4450,-99999997,130,21,5,305,-8,95,5,0,6555,1.1,441,1320,720,1.3,3.4,8.7,7.8,0.9,1.4,1.9,1.7,1.9,2.3,1.8,0.7,4.9,1.3,6.9,4.6,8,3.2,1.9,1696,1486,210
"GM0501","Brielle",-99999999,-99999999,850,4,15760,7865,7895,17,10,25,32,16,40,48,7,5,572,6825,29,34,37,2.3,9,4,0,0,1,0,2,7010,90,10,265,61,38,28,11,1,1900,1250,1750,2050,2300,2950,1550,0,3600,2700,3550,3650,3900,4650,-99999997,110,16,4,80,-5,80,15,5,8035,1.2,292,1105,740,1.2,2.5,14.8,1.1,0.9,1.7,1.6,1.7,3.5,1.9,0.9,0.6,3.6,0.9,14,2.2,8.5,1,11.5,3112,2753,358
"GM0502","Capelle aan den IJssel",-99999999,-99999999,2191,2,65345,31560,33785,17,12,26,30,15,46,40,8,5,4583,29360,35,28,36,2.2,11,20,1,3,7,1,7,29850,90,10,202,49,51,40,11,1,1150,900,1200,1550,2150,3150,750,29,3200,2550,3800,3900,4550,5150,-99999997,1660,63,14,5,-99999997,-99999997,-99999997,-99999997,29750,1,2087,2980,1645,0.7,7.4,3.4,14.1,2,0.6,10.5,1.5,11.2,1.7,5.3,0.7,9.3,0.7,22.5,2.3,8.8,2,3.2,1542,1426,116
"GM0503","Delft",-99999999,-99999999,3377,1,96760,50850,45910,13,18,30,25,13,55,33,7,5,4238,52440,53,24,23,1.8,13,18,1,2,2,3,10,44455,93,7,198,39,60,49,11,1,1550,1400,1650,1950,2700,3700,2350,0,2800,2350,3250,3350,3900,4650,-99999997,2350,50,7,15,-11,6,94,0,32020,0.6,1402,3290,2420,0.5,16.2,2.2,18.1,1.2,0.4,25.1,1.3,7.4,1.5,5.3,0.5,15.7,0.4,95.9,1.4,2,4.5,1.5,2408,2283,125
"GM0504","Dirksland",-99999999,-99999999,439,5,8440,4195,4245,20,12,26,27,15,41,48,5,6,152,3355,28,33,39,2.5,3,2,0,0,0,0,1,3410,92,8,238,59,41,30,11,0,2050,1350,1750,2000,2200,2700,2050,0,3500,2050,3150,3350,3950,4300,-99999997,40,14,-99999997,90,2,69,19,12,4115,1.2,74,1025,455,1.4,1.4,2.3,1,1.9,5.8,0,6.4,0.9,6.6,0.4,0.8,1,1.6,1.3,5.8,20,0,34.1,7415,5550,1864
"GM0505","Dordrecht",-99999999,-99999999,2422,2,118480,58315,60165,17,12,28,27,15,46,40,8,6,1497,54290,38,28,34,2.2,10,17,2,3,2,5,5,53350,94,6,186,54,45,33,12,1,1700,1350,1750,2100,2550,3250,2150,0,3050,2250,3450,3650,4100,4800,3650,3040,64,8,55,-2,58,33,9,51700,1,653,8690,3410,0.7,11.9,2.8,6.5,1.5,0.6,12.8,1.7,7.5,1.8,5.3,0.8,11.7,0.6,35.3,2,11.3,0.1,1.7,9945,7914,2031
"GM0511","Goedereede",-99999999,-99999999,340,5,11420,5665,5755,19,11,25,28,18,39,52,4,6,161,4450,24,35,41,2.5,3,1,0,0,0,0,1,4605,92,8,328,65,34,25,10,0,2250,1300,1750,1950,2200,2900,-99999997,0,3800,2600,3150,3600,3800,4500,-99999997,60,14,7,70,1,64,28,8,5735,1.3,81,1065,410,1,1,13.6,1,1.1,1.5,1.3,15.1,0,15.1,0,0.8,2.7,0.7,6.8,5.4,15.3,0,29.3,15385,7114,8271
"GM0512","Gorinchem",-99999999,-99999999,1649,2,34665,17010,17655,18,11,29,26,15,45,42,8,6,1832,15265,36,29,35,2.2,9,14,5,1,1,5,3,15475,93,7,223,45,54,46,8,2,1700,1350,1600,1950,2300,3050,-99999997,0,3100,2300,3350,3550,4200,4950,-99999997,520,39,13,20,5,20,80,0,14740,1,779,2035,975,0.7,7.6,2.1,2,1.3,1.3,3.2,0.9,7,1.3,4,0.6,8.3,0.7,30.3,2.6,1.9,1,1.8,2199,1892,307
"GM0513","Gouda",-99999999,-99999999,2393,2,71120,34760,36360,19,12,27,27,15,46,41,7,5,4218,31025,36,29,35,2.2,8,15,9,1,1,1,3,30780,95,5,211,51,49,34,15,0,1650,1300,1700,2050,2600,3600,2450,0,3000,2200,3300,3500,4050,4750,-99999997,1040,42,-2,15,-7,21,71,7,25350,0.8,1503,2890,2220,0.6,12.2,1.7,5.5,1.6,0.6,11.9,1.1,7,1.3,5,0.6,9.4,0.6,51.5,1.4,1.8,2,1.5,1810,1686,124
"GM0518","'s-Gravenhage",-99999999,-99999999,4674,1,488555,240695,247855,17,12,32,25,13,54,32,10,5,5967,243000,48,22,30,2,14,34,5,2,10,7,9,237505,86,14,213,43,54,35,19,3,1550,1500,1600,1750,2000,2450,-99999997,7,2700,2350,3450,3800,4700,5200,-99999997,16930,83,13,40,8,45,55,0,174300,0.7,2129,18020,9275,0.5,42.2,2.2,12.1,2.9,0.4,45.8,1.1,15.8,1.5,11.5,0.5,26.9,0.4,178.1,1.8,3.2,6.5,2.9,9818,8188,1630
"GM0523","Hardinxveld-Giessendam",-99999999,-99999999,877,4,17495,8690,8810,21,14,25,25,15,42,50,3,5,1034,6585,25,32,43,2.6,3,2,0,0,0,0,1,6740,93,7,260,62,38,31,7,0,1900,1150,1750,2000,2150,2700,2200,0,3450,2150,3450,3600,3850,4350,3200,70,11,9,30,8,0,100,0,7640,1.2,451,1645,580,0.8,3.7,5.9,4.4,1.7,2.7,0.7,2.8,2,2.9,1.5,0.8,2.6,1.5,5.9,2.3,10.3,0.3,2,1935,1692,244
"GM0530","Hellevoetsluis",-99999999,-99999999,1535,2,39755,19750,20005,17,12,27,31,13,41,46,8,5,1260,17110,29,33,38,2.3,9,8,0,2,1,2,3,16970,88,12,229,63,37,32,5,0,1650,1150,1600,1900,2150,2900,2350,0,3600,2550,3650,3850,4550,5150,2850,560,36,10,45,7,62,36,2,18810,1.1,596,1950,1730,0.9,5.5,15.2,1.1,1.9,0.9,5.9,3,2,3,2,0.7,7.6,0.9,16.8,1.8,2,1,16.8,4614,3154,1460
"GM0531","Hendrik-Ido-Ambacht",-99999999,-99999999,1571,2,26895,13195,13705,21,12,27,26,14,43,48,5,4,2518,10520,24,33,43,2.5,6,6,1,1,1,1,2,10710,73,27,272,66,34,26,7,0,1800,1250,1700,2100,2400,3250,1150,0,3450,2150,3600,3800,4350,5150,2750,150,16,49,15,-7,86,14,0,11855,1.1,1110,1120,795,0.8,10.3,2.2,12.8,1.7,1.1,5.8,1.4,3.9,3.2,2,0.6,8.2,0.7,14.8,1.4,5.4,1,4.1,1199,1068,131
"GM0532","Stede Broec",-99999999,-99999999,1046,3,21275,10755,10515,19,12,25,29,14,43,47,6,5,1447,8585,25,34,40,2.4,6,4,0,0,1,0,2,8595,90,10,218,69,30,25,5,0,2000,1200,1750,2050,2100,2550,3200,0,3500,2050,3300,3450,3800,4300,2450,130,16,3,60,-3,93,7,0,8645,1,588,1025,980,0.9,7.3,14.9,1,1,1.3,3.2,1.4,2.7,1.8,1.7,0.7,5.8,0.9,4.9,1.8,14.8,0,1.3,1642,1470,172
"GM0534","Hillegom",-99999999,-99999999,1393,3,20485,10115,10370,17,12,25,29,17,44,44,7,6,1587,8820,31,32,36,2.3,9,5,1,0,0,0,3,8885,91,9,270,63,37,27,10,0,1850,1200,1700,2050,2500,3350,-99999997,0,3300,2200,3350,3500,4300,4850,-99999997,160,18,13,60,-9,95,5,0,9855,1.1,763,1475,995,0.7,7.1,8.4,6.2,1.6,1.1,3.4,0.9,3.7,1.3,1.7,0.8,5.2,0.6,14.9,1.5,10.6,0.3,2.7,1348,1291,57
"GM0537","Katwijk",-99999999,-99999999,1948,2,61830,30780,31050,20,14,27,26,14,44,47,4,5,2517,24190,29,28,43,2.5,5,5,1,0,0,0,3,24030,88,12,280,64,36,31,5,0,1800,1350,1750,2100,2600,3350,3100,0,3300,2300,3650,3850,4350,5050,4150,450,20,10,95,-10,86,14,0,23220,1,945,3665,1845,0.6,12,6.3,7.5,1.1,0.9,4.8,1.2,5.5,1.8,3.7,0.6,8.6,0.6,18.5,1.9,7.3,3,6.6,3106,2456,649
"GM0542","Krimpen aan den IJssel",-99999999,-99999999,1725,2,28810,14040,14770,18,12,23,28,19,40,48,5,6,3693,11760,27,34,38,2.4,7,5,0,0,1,0,2,11940,91,9,250,58,42,37,5,0,2000,1250,1900,2300,2600,3500,2600,0,3300,2400,3400,3600,3800,4600,5350,270,26,17,0,-99999997,-99999997,-99999997,-99999997,12510,1.1,1604,1255,930,1.6,1.6,5.9,14.8,1,0.8,5.2,1.4,4.4,1.6,2.3,0.7,7.6,0.6,15.2,1.7,9.6,1.1,7.4,893,780,113
"GM0545","Leerdam",-99999999,-99999999,1166,3,20745,10165,10580,19,12,26,27,16,43,46,6,6,614,8355,30,30,40,2.4,8,13,1,0,0,9,2,8270,91,9,240,51,49,41,8,0,1950,1200,1800,2100,2600,3100,2100,0,3300,2100,3200,3450,4200,4650,2900,230,31,14,95,0,26,68,6,8420,1,249,1465,750,0.8,5.4,13.7,1.8,1.2,1.3,2.6,1.8,1,1.8,1,0.9,5.6,0.9,14.9,1.7,13.8,0,1.6,3432,3378,54
"GM0546","Leiden",-99999999,-99999999,3375,1,117125,57075,60050,15,16,32,25,12,56,33,7,4,5358,61525,52,23,25,1.9,13,15,4,1,2,2,6,51930,94,6,239,45,53,37,17,1,1400,1100,1550,1900,2850,3650,800,14,2800,2200,3200,3450,4200,4500,2850,2410,45,3,10,-99999997,-99999997,-99999997,-99999997,44360,0.7,2029,5430,2730,0.5,25,2.6,10.1,2,0.5,22.7,1.1,12.8,1.1,12,0.6,17.8,0.4,127,1.6,1.9,3,1.6,2316,2186,130
"GM0547","Leiderdorp",-99999999,-99999999,2128,2,26425,12785,13640,18,11,24,30,17,43,44,7,5,2264,11465,32,31,37,2.3,10,10,1,1,2,2,4,11455,91,9,273,60,39,26,13,0,1700,1200,1750,2100,2550,3500,2500,0,3300,2500,3550,3700,4450,5200,-99999997,230,24,13,15,0,29,71,0,11610,1,994,995,935,0.9,12.9,1.8,8,1.9,0.8,10.4,1.4,8.6,1.4,8.6,0.7,10.4,0.7,43.4,1.7,3.6,3,3.9,1229,1167,62
"GM0553","Lisse",-99999999,-99999999,1464,3,22335,10990,11345,18,11,25,29,17,42,46,6,6,1422,9590,32,32,36,2.3,8,4,0,0,0,0,2,9650,89,11,288,62,38,30,8,0,1800,1250,1700,2000,2550,3500,1850,0,3400,2250,3550,3650,4200,5000,-99999997,130,15,32,55,2,75,23,2,10370,1.1,660,1120,955,0.7,5.6,12,6.7,1,0.8,5.2,1.2,3.6,1.7,1.4,0.7,6.1,0.6,21.2,1.7,13,0,6.9,1611,1571,40
"GM0556","Maassluis",-99999999,-99999999,1911,2,31590,15515,16075,17,11,26,29,17,41,46,7,6,3727,13895,32,33,35,2.2,7,17,4,1,2,6,3,14235,90,10,214,46,53,45,9,1,1600,1400,1700,2000,2350,3500,-99999997,0,3050,2350,3600,3800,4200,4200,-99999997,650,54,20,10,0,33,67,0,13375,1,1578,1200,845,1.4,3.7,10.6,9.6,1.9,0.7,5.6,2.1,2.4,2.2,1,0.6,7.3,0.5,21.7,2.5,14.2,0,1.3,1011,848,163
"GM0559","Middelharnis",-99999999,-99999999,904,4,17950,8805,9145,18,12,25,28,17,40,49,5,6,295,7315,28,34,37,2.4,4,2,0,0,0,0,1,7430,85,15,234,60,40,34,6,0,1950,1200,1650,1900,2300,2950,-99999997,0,3500,2300,3200,3350,4050,4550,4550,90,14,19,95,-9,73,16,11,8435,1.2,139,1380,695,1.3,1.7,5.7,1,1.5,2.1,0.8,2,3.1,2.1,1.6,0.6,4,1.3,8,2.4,25,0,37.2,8679,6091,2587
"GM0568","Bernisse",-99999999,-99999999,408,5,12455,6265,6190,16,11,24,32,17,39,51,5,5,217,5140,24,37,39,2.4,6,2,0,0,0,0,2,5310,93,7,259,65,35,25,9,0,2050,1200,1700,2000,2250,2850,2200,0,3900,2100,3600,3750,4150,4900,-99999997,60,12,16,105,-3,43,50,8,6575,1.3,115,1020,690,1.3,1.5,8.1,2.3,3.1,1.6,1.1,6,0.4,6,0.2,1.1,1.5,1.2,3.7,6.8,6.9,1.7,16.5,6859,5735,1124
"GM0569","Nieuwkoop",-99999999,-99999999,410,5,26930,13640,13290,18,12,24,31,14,45,46,5,4,339,10305,24,33,43,2.6,5,3,1,0,0,0,1,10105,91,9,321,67,32,23,9,1,2100,1150,1750,2050,2450,3050,3350,0,3750,2350,3550,3600,3950,4700,3800,120,13,24,345,-2,57,41,2,12890,1.3,162,2660,1520,1.1,1.8,10.3,3.8,1,1.6,1.9,4.6,0.4,8.5,0,1,1.4,1,3.8,2.9,10.2,0.8,10.3,9118,7945,1173
"GM0571","Nieuw-Lekkerland",-99999999,-99999999,752,4,9530,4865,4665,24,15,24,25,12,45,47,4,4,916,3350,22,31,47,2.8,4,2,0,0,0,0,1,3370,92,8,232,57,43,38,5,0,1900,1800,1650,1950,2350,2800,-99999997,0,3450,2150,3200,3450,3900,4600,-99999997,60,20,21,25,0,4,92,4,3710,1.1,357,545,285,0.6,2,11.3,11.8,1.6,3.9,0.1,7.5,0,6.9,0,0.6,2,1,3.7,1.4,5,1,12.8,1277,1040,237
"GM0575","Noordwijk",-99999999,-99999999,1337,3,25405,12760,12650,16,11,25,31,16,46,41,7,5,716,11120,36,30,34,2.2,11,4,1,0,0,0,2,10990,89,11,364,66,33,20,13,1,1950,1250,1800,2250,2750,4250,2550,0,3250,2150,3450,3700,4250,5100,-99999997,180,17,13,75,-5,86,11,3,11650,1,328,1300,935,0.7,5,9.6,3.6,1.2,1,5.7,1.3,4,1.3,2.9,0.6,4.6,0.5,48.8,1.4,10.7,0.5,5,5153,3547,1606
"GM0576","Noordwijkerhout",-99999999,-99999999,953,4,15555,7850,7705,17,12,24,30,16,45,44,6,5,689,6515,32,31,37,2.4,9,3,0,0,0,0,2,6245,89,11,307,60,39,29,10,1,1950,1300,1700,2050,2450,3350,2700,0,3500,2300,3350,3650,4000,4850,4750,80,12,-5,160,-2,95,5,0,7135,1.1,316,1410,725,0.9,2.1,11.7,6,1.1,1.3,1.1,2.4,2.2,2.4,1.7,0.8,3.7,0.5,13.1,1.9,12.8,0,5.6,2340,2259,81
"GM0579","Oegstgeest",-99999999,-99999999,1654,2,22595,10885,11715,19,13,23,29,17,46,43,6,6,3148,9755,35,29,36,2.3,14,7,0,1,1,0,5,9350,88,12,376,72,28,16,11,0,1850,1150,1700,2350,2750,3950,-99999997,8,3450,2300,3550,3900,4600,5200,-99999997,140,16,10,15,-6,73,27,0,9480,1,1320,640,575,0.7,9.8,2.4,9.2,1.3,0.6,15.9,1.1,11.3,1.2,9.8,0.8,7.1,0.8,34.5,1.7,3.6,3,3.5,775,718,57
"GM0580","Oostflakkee",-99999999,-99999999,423,5,10365,5210,5155,17,11,26,31,16,39,50,6,6,139,4350,27,37,36,2.4,4,2,0,0,0,0,1,4130,93,7,203,60,40,36,4,0,2050,1250,1700,1950,2150,2750,-99999997,0,3500,2050,3000,3300,3850,4600,-99999997,70,14,-99999997,125,-4,65,21,14,5080,1.2,68,860,530,1.1,0.9,15.4,0.8,1.9,2,1.2,12,0,12.2,0,1.9,1.2,0.8,2.5,11.6,31.2,0,31,10744,7468,3276
"GM0584","Oud-Beijerland",-99999999,-99999999,1275,3,23555,11555,12000,19,12,25,29,15,42,47,6,5,1257,9405,26,32,42,2.5,6,3,0,0,1,0,2,9525,87,13,263,64,36,28,8,0,1900,1100,1700,2050,2500,3150,5050,0,3550,2400,3500,3750,4200,4650,-99999997,170,19,18,30,0,72,7,21,11035,1.2,589,1265,870,1.1,2.3,15.3,5.5,1.2,0.8,6.5,1,3,1.7,2,0.8,4.7,0.8,20.8,7.7,18.2,0,14.9,1961,1874,87
"GM0585","Binnenmaas",-99999999,-99999999,620,4,28925,14350,14575,17,11,25,31,17,39,50,6,6,418,12245,27,36,37,2.4,5,3,0,0,1,0,2,12155,89,11,270,65,35,28,7,0,2050,1200,1650,1950,2350,3100,3550,0,3650,2350,3350,3500,4000,4650,5100,150,13,18,130,2,70,23,8,14335,1.2,207,2140,1195,0.9,2,9.2,9.5,1.2,1.4,1.4,7.7,0.1,8.4,0,0.9,2.1,1.1,1.8,6.8,15.9,0,9.9,7559,6924,635
"GM0588","Korendijk",-99999999,-99999999,297,5,10890,5445,5445,19,12,24,29,15,41,49,5,5,140,4320,24,37,39,2.5,4,2,0,0,0,0,1,4390,91,9,269,69,31,22,9,0,2150,1400,1750,2000,2200,2850,3950,0,3650,3100,3150,3350,3900,4650,3300,40,10,-99999997,105,-6,79,13,9,5305,1.2,68,850,510,1.3,1.1,23.2,0,3.5,2.4,0.4,7.3,0.3,7.9,0.3,0.9,1,1.3,0.9,10,26.1,0,22.8,10048,7789,2259
"GM0589","Oudewater",-99999999,-99999999,768,4,9845,4855,4985,19,12,25,28,16,45,44,5,6,251,3905,29,30,41,2.5,4,3,1,0,0,0,2,3965,92,8,333,70,30,24,6,0,2100,1150,1750,2050,2650,3200,3150,0,3700,2450,3400,3450,4250,4750,5450,40,11,-99999997,125,1,6,90,4,4385,1.1,112,1160,485,1.1,2.6,9,4.2,1,1.1,1.7,7.6,0,9.2,0,1.1,1.7,1,5.7,1.7,9,1,9.4,4016,3915,101
