"GM_CODE","GM_NAAM","POSTCODE","DEK_PERC","OAD","STED","AANT_INW","AANT_MAN","AANT_VROUW","P_00_14_JR","P_15_24_JR","P_25_44_JR","P_45_64_JR","P_65_EO_JR","P_ONGEHUWD","P_GEHUWD","P_GESCHEID","P_VERWEDUW","BEV_DICHTH","AANTAL_HH","P_EENP_HH","P_HH_Z_K","P_HH_M_K","GEM_HH_GR","P_WEST_AL","P_N_W_AL","P_MAROKKO","P_ANT_ARU","P_SURINAM","P_TURKIJE","P_OVER_NW","WONINGEN","P_WONT2000","P_WONV2000","WOZ","P_KOOPWON","P_HUURWON","P_HUURCORP","P_HUUROVVH","P_HUKO_ONB","P_GAS_TOT","P_GAS_APP","P_GAS_TUS","P_GAS_HOEK","P_GAS_21K","P_GAS_VRY","P_GAS_ONB","P_STADVERW","P_ELEK_TOT","P_ELEK_APP","P_ELEK_TUS","P_ELEK_HOE","P_ELEK_21K","P_ELEK_VRY","P_ELEK_ONB","WWB_UITTOT","P_WWB_UIT","WWB_UITMUT","AGRA_BEDR","AGRA_MUT","P_GEWASSEN","P_VEETEELT","P_COMBI","AUTO_TOT","AUTO_HH","AUTO_LAND","BEDR_AUTO","MOTOR_2W","AF_ARTSPR","AV3_ARTSPR","AF_ZIEK_E","AV20ZIEK_E","AF_OPRITH","AF_KDV","AV3_KDV","AF_ONDVMB","AV5_ONDVMB","AF_ONDHV","AV5_ONDHV","AF_SUPERM","AV3_SUPERM","AF_RESTAU","AV3_RESTAU","AF_ZWEMB","AF_BIOS","AV10BIOS","AF_TREINST","OPP_TOT","OPP_LAND","OPP_WATER"
"GM0882","Landgraaf",-99999999,-99999999,1325,3,38455,18920,19540,14,11,23,34,18,38,47,8,7,1563,17335,31,35,34,2.2,21,3,0,0,0,0,2,17810,93,7,173,61,38,29,9,0,2150,1300,1900,2200,2450,3350,-99999997,0,3550,2150,3500,3700,3900,4750,-99999997,990,60,11,25,-4,52,37,11,19340,1.1,786,1815,1590,0.6,10.3,5.8,3.9,1.7,0.8,4.3,1.9,4.6,2.3,2.9,0.9,5.8,0.7,16.8,2,4.8,3,2,2469,2460,8
"GM0888","Beek",-99999999,-99999999,809,4,16580,8065,8515,15,11,22,33,19,38,49,7,6,790,7270,29,35,36,2.3,10,3,1,0,0,0,2,7375,95,5,212,66,33,22,12,0,2350,1450,2050,2250,2650,3400,1450,0,3800,2200,3750,4000,4150,4900,-99999997,200,28,8,45,8,49,40,12,8825,1.2,420,940,750,0.9,5.8,7,4,1.6,1.2,4.1,3.2,1.6,3.2,1.6,1,4.8,0.7,13,1.7,6.2,1,1.8,2100,2100,0
"GM0889","Beesel",-99999999,-99999999,711,4,13900,6995,6905,17,11,25,31,16,40,48,6,5,493,5810,26,35,40,2.4,11,5,3,0,0,1,1,5860,87,13,214,66,34,30,4,0,2150,550,1750,1950,2300,3100,3450,0,3800,2550,3400,3500,3950,4800,-99999997,180,34,26,60,-5,38,44,18,6420,1.1,227,705,525,1,1.6,10.7,2,2.6,0.8,2.9,1.5,1.1,9.9,0,0.7,4.8,0.7,7.3,7.8,1.4,1.6,1.4,2921,2822,99
"GM0893","Bergen (L.)",-99999999,-99999999,307,5,13390,6700,6690,17,11,23,32,16,41,48,6,6,129,5450,25,35,40,2.4,14,2,0,0,0,0,1,5400,93,7,247,69,31,25,6,0,2450,1300,1850,2000,2300,3100,3150,0,4300,2200,3750,3750,4050,5000,-99999997,120,24,19,160,0,50,40,9,6955,1.3,67,1145,725,2.2,0.7,10.9,1.9,0.7,2.1,0.8,10.5,0,11,0,1.2,1.8,0.8,4,4.5,14.4,0,7.7,10842,10390,452
"GM0899","Brunssum",-99999999,-99999999,1562,2,29450,14330,15120,14,11,24,31,19,39,45,9,8,1716,13640,35,32,33,2.1,20,4,1,0,0,0,2,14130,91,9,157,59,40,30,10,1,2000,1300,1900,2200,2450,3400,2250,0,3400,2350,3450,3600,3950,4750,3050,880,68,16,5,-99999997,-99999997,-99999997,-99999997,14360,1.1,837,1230,1265,0.8,8.3,2.2,4,1.1,1.3,2.9,1.5,3,1.4,2,0.6,11.1,0.6,22.6,1.6,7.2,3.3,6.2,1729,1716,13
"GM0905","Eijsden",-99999999,-99999999,550,4,11440,5710,5730,17,11,21,33,18,38,51,5,6,579,4615,23,36,41,2.5,11,2,0,0,0,0,1,4680,95,5,262,72,28,17,11,0,2450,1350,2150,2250,2700,3300,2500,0,3950,2300,3700,3850,4050,4800,3250,90,20,16,60,2,74,24,2,5420,1.2,274,710,440,1,2.4,6,1,1.4,0.8,2.9,3.9,0.7,6.2,0.5,1.5,1.8,0.8,5.7,7.5,8,1.9,2,2076,1976,100
"GM0907","Gennep",-99999999,-99999999,592,4,17155,8755,8400,17,10,25,32,16,45,44,5,5,359,6915,28,35,37,2.4,10,4,1,0,0,0,2,6770,89,11,256,62,34,25,9,4,2300,1250,1850,2050,2300,3100,2650,0,3850,2600,3400,3600,4000,4700,-99999997,190,30,39,105,1,35,58,7,8510,1.2,178,1520,770,1.3,1.5,9.7,2.6,0.9,1.5,2.6,2.8,0.8,9.2,0,1,3.4,1,8.4,2.3,13.8,0.1,9.1,5040,4781,259
"GM0917","Heerlen",-99999999,-99999999,1665,2,89235,44060,45180,14,12,25,30,19,43,40,10,7,1982,44585,43,29,29,2,20,8,3,1,0,1,3,45320,95,5,140,46,53,40,13,1,1800,1150,1850,2150,2550,3600,1850,0,3100,2200,3300,3450,3850,4650,-99999997,4010,97,14,20,11,57,43,0,41625,0.9,925,4120,3165,0.7,11.2,4.2,3.9,1.6,0.9,7.8,1.4,5.9,2,4.3,0.6,11.5,0.7,32.6,5.2,3.3,3.1,2.3,4550,4502,47
"GM0928","Kerkrade",-99999999,-99999999,1521,2,47685,23725,23960,12,11,24,33,20,37,45,10,8,2174,22805,36,33,31,2,28,4,1,1,0,1,2,23540,94,6,149,51,49,36,13,0,2050,1550,2000,2250,2650,3450,3100,0,3300,2350,3400,3600,3850,4550,3350,1700,77,13,20,0,42,42,16,23070,1,1052,2375,1885,0.6,6.6,2.3,3,1.3,1.1,3.5,1.6,2.8,2.4,3.1,0.8,7.1,0.5,19,2.3,7.3,3,1.8,2217,2193,24
"GM0935","Maastricht",-99999999,-99999999,2125,2,118535,56955,61575,12,17,25,28,18,48,37,8,6,2086,62235,48,27,24,1.9,16,8,1,0,0,1,4,56660,92,8,205,40,59,41,18,1,1800,1250,1950,2200,2700,3700,1550,0,3050,2300,3350,3550,3850,4900,2950,2980,52,11,55,4,62,17,21,44815,0.7,789,4300,2950,0.6,12.1,3.8,1.4,2.3,1,7.9,2.2,3.2,1.8,3.1,0.6,13.2,0.7,103.6,2.5,2.4,2,2.5,6006,5682,324
"GM0936","Margraten",-99999999,-99999999,267,5,13405,6765,6640,16,12,20,33,19,39,51,5,5,232,5425,24,38,38,2.4,10,2,0,0,0,0,1,5520,92,8,286,73,27,9,18,0,2800,1650,2400,2600,2900,3550,2850,0,4000,2600,3750,3850,4100,4550,3550,90,17,29,175,-3,52,36,12,7100,1.3,123,1010,550,1.1,1.7,7.6,2.3,1.4,2.3,1.3,5.1,0.7,5.3,0.8,1.4,1.3,1.3,3.8,5.6,9.2,1,6,5770,5770,-99999998
"GM0938","Meerssen",-99999999,-99999999,575,4,19565,9615,9950,16,10,22,33,20,37,51,6,6,721,8325,27,37,36,2.3,9,2,0,0,0,0,2,8445,94,6,260,69,30,19,12,1,2500,1300,2050,2200,2650,3550,-99999997,0,3850,2250,3600,3700,4100,4800,-99999997,190,23,9,55,-3,45,45,11,9855,1.2,363,1085,905,0.8,2.7,8.7,3.2,1.5,1.5,2.1,6.2,0.1,2.7,1.1,1,3,0.6,9.9,2.7,7.4,1.7,1.7,2771,2715,55
"GM0944","Mook en Middelaar",-99999999,-99999999,384,5,8050,4020,4030,18,10,21,33,19,41,48,6,5,463,3405,28,36,37,2.4,10,3,0,0,0,0,2,3375,93,7,326,75,25,17,8,1,2500,1200,1900,2150,2500,3550,-99999997,0,3950,2500,3400,3650,4000,4800,-99999997,60,19,7,20,-9,24,71,5,4315,1.3,248,415,360,1,2.1,8.7,3,0.7,1.1,3.1,2.5,1.3,8,0,1,2.3,1.3,7,3.9,4.2,2.8,2.3,1884,1739,145
"GM0946","Nederweert",-99999999,-99999999,553,4,16605,8415,8195,17,11,24,31,17,40,50,4,5,166,6690,23,37,40,2.5,6,1,0,0,0,0,1,6560,88,12,267,68,31,23,7,1,2350,1100,1900,2100,2300,3100,1600,0,4250,2250,3850,4000,4150,5150,2150,80,12,20,315,1,31,61,8,8440,1.3,84,1505,855,1.4,2.2,7,1.1,1.3,0.9,3.6,2.3,1,6.6,0.2,1.4,3,1.2,3.2,2.8,7,0.9,7.6,10179,10027,152
"GM0951","Nuth",-99999999,-99999999,487,5,15665,7700,7965,14,10,22,33,21,37,51,6,7,473,6715,27,38,35,2.3,11,2,0,0,0,0,1,6845,92,8,227,71,29,21,8,0,2500,1400,2100,2350,2500,3350,3000,0,3800,2450,3500,3700,3900,4700,3450,170,27,25,90,1,55,34,11,8380,1.2,253,1235,755,0.8,2.9,9.9,4.8,1,2.3,0.9,3.8,1,5.5,0.4,0.9,2.7,1,8.1,5.8,8.9,2.1,2.5,3317,3315,3
"GM0957","Roermond",-99999999,-99999999,1381,3,55210,27185,28025,16,11,27,30,17,44,41,9,6,906,25545,37,31,32,2.1,14,13,4,1,1,4,4,25880,88,12,195,52,47,32,15,1,1950,1200,1850,2100,2550,3150,1900,0,3300,2150,3300,3600,3950,4700,2500,1380,61,16,80,-6,37,51,12,25205,1,414,2820,1895,0.8,7.8,2.7,1.2,1,1.6,4.8,1.8,4.2,2.9,1.6,0.7,6.9,0.7,29.7,10.2,2.7,2.2,2,7119,6091,1028
"GM0962","Schinnen",-99999999,-99999999,438,5,13495,6795,6700,15,11,22,33,19,38,50,6,6,560,5805,27,37,36,2.3,13,3,0,0,0,0,3,5720,94,6,229,74,26,18,8,1,2500,1300,2100,2350,2600,3350,1350,0,4000,2450,3750,3950,4100,4750,2800,160,27,17,55,-3,57,43,0,7205,1.2,299,830,630,0.8,5,6.3,4.1,1.3,1.8,1.5,3.7,1.5,2.9,1.3,1,4.4,0.8,13,4.9,6.4,2.6,2.7,2413,2408,5
"GM0965","Simpelveld",-99999999,-99999999,570,4,10995,5435,5560,14,11,23,32,20,37,50,6,7,686,4770,28,37,35,2.3,17,1,0,0,0,0,1,4920,95,5,188,64,36,26,10,0,2350,1300,2100,2350,2550,3350,2950,0,3700,2350,3600,3600,3950,4450,4750,100,22,7,45,-4,34,55,11,5955,1.2,372,540,500,0.8,1.5,6.9,3,1.9,0.8,1.2,4,1.4,7.7,0,0.8,1.6,0.6,8.5,8.5,8.9,1.7,8.2,1603,1603,-99999998
"GM0971","Stein",-99999999,-99999999,820,4,25675,12805,12865,15,10,23,33,19,36,51,6,6,1211,11155,26,38,36,2.3,11,2,1,0,0,0,1,11310,93,7,208,69,31,22,9,0,2250,1300,1850,2100,2400,2950,2900,0,3800,2150,3450,3700,4050,4550,3750,230,21,2,30,3,35,58,6,13375,1.2,631,1970,1400,0.8,5.2,7.9,2.9,1.4,0.9,2.1,2.5,1,2.6,0.9,0.9,5.2,1.2,7.7,5,7.4,1,3.3,2278,2120,158
"GM0981","Vaals",-99999999,-99999999,779,4,9870,4900,4970,12,9,22,34,22,37,47,8,7,413,4810,39,33,28,2,45,4,0,0,0,0,3,4755,93,7,162,47,51,34,17,2,2200,1600,1950,2200,2550,3600,-99999997,0,3250,2450,3150,3500,3900,4500,-99999997,300,72,19,35,9,22,69,8,4610,1,193,355,385,1.5,2.5,14,2,0.6,1.6,1.6,5.7,0.2,10.4,0,1.4,3.2,0.5,20.3,10.4,16.3,0,14.3,2390,2389,1
"GM0983","Venlo",-99999999,-99999999,1428,3,100300,49715,50585,16,11,26,30,17,43,44,8,6,802,44915,34,32,34,2.2,15,11,3,0,0,4,3,45090,91,9,200,58,41,30,10,1,2050,1350,1900,2150,2600,3450,-99999997,0,3400,2150,3450,3600,4050,5000,-99999997,2190,53,8,230,-4,70,25,5,45250,1,362,5545,3220,0.9,5.4,3.9,1.1,1.3,1,6,2.5,2.3,2.6,2.3,0.7,9.8,0.8,32.5,3.3,3.3,1.2,2.4,12895,12513,382
"GM0984","Venray",-99999999,-99999999,958,4,42720,21515,21205,18,11,25,30,15,44,45,6,5,261,17320,28,33,38,2.4,9,8,2,0,1,3,3,17180,89,11,241,64,36,28,8,0,2200,1200,1850,2100,2350,3100,2450,0,3900,2300,3550,3750,4200,5100,-99999997,610,38,17,490,-1,37,55,8,20220,1.2,124,3170,1730,1.6,2.8,3.7,2,1.4,1.4,4.2,2.9,0.8,2.9,0.8,1.3,5.2,1.2,10.8,3.3,3,1,3.7,16504,16346,157
"GM0986","Voerendaal",-99999999,-99999999,490,5,12705,6340,6360,15,10,21,34,20,36,51,6,7,403,5470,26,38,37,2.3,11,2,0,0,0,0,2,5470,93,7,232,70,29,21,9,0,2600,1450,2100,2300,2600,3450,-99999997,0,3950,2500,3600,3700,3950,4700,-99999997,110,21,13,90,2,42,34,24,6765,1.2,215,655,500,0.9,1.7,5.7,4.8,1.4,2,1.7,3.4,1.8,3.6,2.1,1.7,1.9,0.5,5.3,7.1,5.4,3,1.6,3155,3154,1
"GM0988","Weert",-99999999,-99999999,1217,3,48455,24230,24225,16,11,25,30,18,41,46,7,6,464,21025,31,33,36,2.3,10,9,4,1,0,1,2,21105,90,10,247,65,34,24,11,0,2250,1350,2000,2250,2700,3350,2100,0,3550,2250,3400,3550,4000,4750,3900,820,43,12,235,-1,27,66,7,22625,1.1,217,3270,1915,0.8,8.7,2.6,1,1.3,1.1,4.9,3.1,1.8,2.6,1.7,0.9,6.7,1,24.6,8.1,2.7,1,2.6,10544,10449,96
"GM0994","Valkenburg aan de Geul",-99999999,-99999999,587,4,17090,8430,8660,13,10,22,32,23,38,47,7,8,466,7685,34,34,32,2.2,11,2,0,0,0,0,1,7810,93,7,238,61,37,20,17,1,2350,1400,2050,2350,2800,3550,1850,0,3500,2350,3400,3650,3900,4500,2850,280,38,23,75,-4,47,41,12,8405,1.1,229,975,775,1,3,9.5,4.6,0.8,1.8,1,2.6,1.2,5.2,0.4,0.9,3,0.8,41.8,2.1,9.3,1.1,1.5,3691,3671,20
"GM0995","Lelystad",-99999999,-99999999,1341,3,74630,37270,37360,20,12,29,28,11,47,40,9,4,322,32215,32,29,39,2.3,9,19,3,2,6,2,5,30955,83,17,191,63,37,29,8,0,1450,1000,1450,1550,1200,2200,1350,15,3550,2200,3550,3500,4450,5150,2350,1500,53,17,135,-1,59,32,10,30950,1,134,3345,2650,1.1,4.2,2.6,1,2.6,1,7.3,2.1,3.6,2.2,2.7,1,9.5,1.1,21,3.6,2.6,1,2.6,76539,23172,53367
"GM1507","Horst aan de Maas",-99999999,-99999999,517,4,41465,20985,20480,18,12,25,30,16,44,47,4,5,220,16265,24,35,41,2.5,6,2,0,0,0,0,2,16380,90,10,260,76,23,17,7,1,2400,1300,1900,2050,2350,3050,-99999997,0,4250,2250,3650,3750,4150,5150,-99999997,280,18,15,610,-2,62,33,5,20500,1.3,109,3705,2270,1.4,1.7,12.2,1.9,1.5,1.5,2.4,4,1,4.9,0.4,1.3,2.8,1.4,5.9,10.9,11,0.2,5.1,19194,18860,334
"GM1509","Oude IJsselstreek",-99999999,-99999999,608,4,39895,19950,19950,18,10,24,30,18,42,47,5,7,293,16260,27,34,39,2.4,7,6,0,0,0,4,1,16265,94,6,235,65,34,26,8,1,2200,1150,1700,1850,2250,3000,2550,0,3650,1950,3050,3150,3900,4450,4050,320,24,5,425,0,19,76,5,19130,1.2,140,2945,2110,1.3,4.1,12.5,1.1,1.2,1.5,1.9,2.9,1.2,4.4,0.6,1.2,3.6,1,6.7,4.3,11.7,0.2,4,13787,13638,148
"GM1525","Teylingen",-99999999,-99999999,1284,3,35760,17810,17950,20,12,25,28,15,45,44,6,5,1248,14330,28,30,42,2.4,8,5,1,0,1,0,3,14390,86,14,323,65,35,25,10,1,1850,1200,1600,2000,2700,3600,2700,0,3550,2200,3600,3800,4400,5150,2650,170,13,23,135,-7,71,29,0,15720,1.1,549,1905,1310,0.6,5.3,6.9,5.4,1.1,0.8,5.6,1.5,3.7,2.3,2.5,0.7,4.1,0.6,9.8,2.2,7.9,2.9,2.8,3363,2865,499
"GM1581","Utrechtse Heuvelrug",-99999999,-99999999,739,4,48800,23595,25205,18,11,21,29,21,42,45,6,7,369,20790,33,33,34,2.3,8,5,1,0,0,1,3,19915,95,5,363,63,37,25,12,1,2500,1350,1900,2250,2950,4050,2350,0,3750,2400,3350,3550,4200,5000,3300,330,18,7,200,0,12,79,9,24265,1.2,184,2660,2010,1,4.5,10.3,7.2,1,1.2,3,3.4,2.2,4.4,1.3,1,3.3,0.7,13.4,2.6,8,0.7,4.4,13410,13216,194
"GM1586","Oost Gelre",-99999999,-99999999,713,4,30025,15265,14760,19,11,24,30,16,45,45,4,6,274,11955,26,34,40,2.5,5,2,1,0,0,0,1,11795,91,9,238,72,26,16,9,2,2200,1100,1700,1900,2200,2950,2700,0,3750,2400,3100,3200,4050,4600,3750,200,18,18,405,-2,10,83,7,14180,1.2,129,3015,1550,1.4,2.1,11.4,1.1,0.9,1.3,2.3,3.7,1,5.5,0.4,1.3,3.9,1.5,5.7,8.8,12.5,0.1,4.5,11019,10975,45
"GM1598","Koggenland",-99999999,-99999999,384,5,21970,11075,10890,20,12,25,30,14,46,45,5,5,273,8665,26,33,41,2.5,5,2,0,0,0,0,1,8440,85,15,273,77,23,16,6,0,2150,1050,1700,2000,2200,2800,3350,0,3800,2350,3400,3650,4000,4500,-99999997,80,10,5,280,-1,43,54,3,10415,1.2,129,2635,1475,1,1.6,10,2.4,1.3,1.5,1.7,6.3,0.7,6.8,0.3,1.7,1.5,1.7,1.9,3.7,7.2,1,5.1,8415,8061,353
"GM1621","Lansingerland",-99999999,-99999999,1088,3,52565,26235,26330,23,10,29,26,12,46,46,5,4,969,19880,21,32,47,2.6,7,7,1,0,2,1,3,20370,70,30,307,71,28,21,7,1,1750,1000,1550,1900,2150,3100,1750,5,3800,2350,3750,3900,4400,5300,-99999997,320,18,22,270,0,84,15,1,24955,1.3,460,4255,2270,0.8,7.3,3.2,16.7,1.1,1,9.7,3.7,1.8,2.2,3.1,1,4.3,0.9,12.2,2.7,9.2,1.6,6.8,5639,5427,212
"GM1640","Leudal",-99999999,-99999999,367,5,36740,18570,18170,17,11,23,32,17,42,48,5,5,226,14960,26,35,39,2.4,8,2,0,0,0,0,2,14820,92,8,232,80,19,13,6,1,2450,1300,2050,2150,2450,3050,2650,0,4150,2300,3700,3850,4050,4950,4200,240,16,13,460,-1,40,48,11,18925,1.3,116,3145,1790,1,2,10.6,2,1,1.8,1.4,4.7,0.6,6.4,0.3,1.3,2.1,1,3.4,4.7,9.2,1.1,10,16486,16277,208
"GM1641","Maasgouw",-99999999,-99999999,413,5,24275,12085,12190,15,10,22,33,19,39,48,6,7,533,10115,27,37,36,2.3,11,2,0,0,0,0,1,10020,94,6,227,75,25,17,8,0,2500,1300,2150,2300,2500,3150,-99999997,0,3900,2350,3600,3600,3800,4750,-99999997,190,20,13,80,-2,40,47,14,12520,1.2,275,1605,1195,0.9,1.9,10.6,1.6,1.5,0.8,2.5,5.7,0.7,5.8,0.5,1.2,1.6,0.8,3.7,11.7,7.3,1.6,7.6,5802,4556,1246
"GM1651","Eemsmond",-99999999,-99999999,350,5,16425,8350,8075,18,11,24,30,17,43,45,6,6,86,6915,31,34,36,2.3,4,2,0,0,0,0,1,7210,91,9,166,61,39,30,9,0,2500,1200,2000,2300,2350,2900,2450,0,3250,1850,2500,2750,3000,3800,3700,300,44,5,230,-1,63,32,5,7510,1.1,40,1315,840,1.1,1.5,20.9,0.3,0.7,3.5,0.8,4.4,0.6,9,0.2,1.7,2,1.1,3.9,15.3,26.1,0,1.5,54336,18994,35342
"GM1652","Gemert-Bakel",-99999999,-99999999,702,4,28765,14575,14190,18,12,25,30,14,44,46,5,5,235,11425,26,33,41,2.5,6,2,0,0,0,0,2,11140,86,14,300,68,31,23,8,0,2200,1150,1700,1850,2250,3000,2150,0,4000,2500,3400,3550,4250,5000,3300,280,25,10,415,1,25,66,9,14095,1.2,115,2780,1600,1.4,1.5,10.9,2.5,1.3,1.7,2.4,3.1,0.7,3.6,0.7,0.9,3.7,1,7.1,9.5,11.3,0.2,11,12336,12261,75
"GM1655","Halderberge",-99999999,-99999999,647,4,29290,14595,14695,16,11,24,32,17,39,50,5,6,393,12210,26,36,38,2.4,6,7,3,0,1,1,2,12255,90,10,262,63,36,31,5,0,2300,1350,1850,2150,2400,3000,-99999997,0,3750,2150,3250,3550,3950,4750,-99999997,240,23,3,240,-2,59,32,9,14505,1.2,194,2190,1275,1,1.8,11.2,2.2,1,1.3,1.5,3.6,1.4,3.7,0.7,0.9,3.3,0.9,5.8,3.5,9.1,0.7,3.6,7524,7461,63
"GM1658","Heeze-Leende",-99999999,-99999999,551,4,15260,7700,7560,17,11,22,32,19,41,49,4,6,147,6145,25,36,38,2.4,6,2,0,0,0,0,1,6195,91,9,371,71,28,16,13,1,2550,1200,1950,2050,2550,3400,3100,0,4100,2300,3700,3600,4250,4800,4150,80,13,3,180,-1,23,70,7,8225,1.3,79,1290,785,1.7,0.9,6.7,5.6,2.8,1,2.9,7.2,0,7.3,0,0.9,1.9,1.2,6.9,6.1,11.6,0.2,2.9,10512,10407,105
"GM1659","Laarbeek",-99999999,-99999999,555,4,21580,10910,10670,18,12,24,30,16,42,48,5,5,390,8555,24,35,41,2.5,5,2,0,0,0,0,1,8520,91,9,309,67,33,24,9,0,2250,1250,1750,1900,2300,3150,3500,0,3950,2300,3400,3450,4050,5000,-99999997,140,16,6,180,-3,24,72,4,10730,1.3,194,2075,1115,1.1,1.8,6.4,5.1,1.7,0.7,3.6,2.6,1.8,6.2,0.5,0.8,2.5,0.7,5.3,6.2,7.2,0.9,8.1,5617,5537,80
"GM1663","De Marne",-99999999,-99999999,148,5,10525,5335,5195,17,11,23,32,18,42,45,7,6,63,4675,33,34,33,2.2,4,1,0,0,0,0,1,4780,96,4,162,65,34,26,9,0,2500,1250,2150,2300,2350,2800,3150,0,3150,2000,2550,2700,2850,3650,3350,190,42,0,180,1,65,32,3,5020,1.1,30,1040,600,1.6,1,25,0,1.5,6.7,0.2,5.3,0.5,12.4,0,1.4,0.9,0.9,2.8,16.5,25.8,0,10.5,24031,16802,7229
"GM1667","Reusel-De Mierden",-99999999,-99999999,505,4,12555,6415,6140,17,14,24,32,14,43,48,4,5,161,4855,23,34,43,2.6,6,2,0,0,0,0,1,4840,87,13,316,77,22,15,8,0,2350,1250,1750,1950,2300,2900,2750,0,4150,2650,3450,3550,4150,4850,-99999997,50,10,-99999997,210,-5,24,66,11,6415,1.3,82,1380,725,1.1,2.2,19.6,0.4,0.9,1.1,2.9,6.4,0.1,6.4,0.1,1.6,2.1,1,6,8.5,21,0,23.4,7865,7795,71
"GM1669","Roerdalen",-99999999,-99999999,360,5,21305,10650,10655,15,10,23,34,18,38,49,6,6,242,9040,27,36,37,2.3,14,2,0,0,0,0,2,9080,93,7,219,72,27,19,8,0,2350,1200,1950,2050,2300,3050,1600,0,3800,2200,3450,3450,3700,4500,3100,220,27,11,165,-3,49,30,21,11210,1.2,127,1310,1035,0.9,1.4,7.9,1,1.2,1.4,1.3,5.6,0.5,5.6,0.3,0.8,1.8,1.2,2.5,15.5,7.8,1.6,7.9,8865,8811,54
"GM1671","Maasdonk",-99999999,-99999999,330,5,11270,5640,5630,19,13,23,30,15,43,48,4,5,303,4185,22,33,45,2.6,3,2,0,0,0,0,1,3940,93,7,364,75,25,18,7,0,2550,1700,1950,1900,2450,3100,2250,0,4500,2850,3800,3850,4350,5200,3950,40,10,-99999997,175,2,18,79,2,5585,1.3,150,1650,640,1,1.4,7,5,2.6,1.5,1.4,5.1,0.7,5.7,0.2,0.8,1.4,0.9,2.5,6.5,7.6,0.9,5.6,3732,3723,9
"GM1672","Rijnwoude",-99999999,-99999999,648,4,18545,9375,9175,18,12,24,30,16,43,47,5,5,327,7370,24,35,41,2.5,5,3,0,0,0,0,2,7345,94,6,287,64,35,25,11,0,2050,1200,1750,2050,2500,3250,3100,0,3600,2100,3450,3600,3950,4750,4150,80,12,41,235,-4,70,27,2,8845,1.2,156,2085,975,0.8,2.3,6.5,8.7,1.2,1.5,1.5,3.3,1.7,3.3,1.4,0.8,2.5,0.7,4.1,3.4,6.5,3,5.8,5785,5664,121
"GM1674","Roosendaal",-99999999,-99999999,1471,3,77565,38275,39290,17,11,26,29,17,42,45,7,6,728,33770,32,33,35,2.3,9,12,5,0,1,3,4,33175,90,10,231,62,38,29,9,0,2000,1200,1750,2050,2500,3100,3100,0,3400,2250,3350,3550,3750,4700,-99999997,1060,36,32,265,-2,43,47,10,36135,1.1,339,5125,2690,0.8,9.3,3.6,2,1.6,1.1,6.2,2.5,2.6,2.5,2.6,1,6.6,1,29.6,3.5,3.1,1.1,3.2,10721,10651,70
"GM1676","Schouwen-Duiveland",-99999999,-99999999,488,5,34120,16820,17295,16,10,23,30,21,37,49,7,7,148,14885,30,37,32,2.3,6,2,0,0,0,0,1,15750,92,8,251,65,34,26,8,1,2100,1250,1650,1850,2000,2650,2550,0,3400,2250,2950,3000,3600,4000,-99999997,270,19,25,335,-3,74,18,9,17060,1.1,74,3170,1675,1.3,1.7,8.2,1.1,1.1,1.7,3.1,8.5,0.3,8.5,0.3,1.3,2.3,1.1,11.1,6.7,26.8,0,26.8,48894,23108,25787
"GM1680","Aa en Hunze",-99999999,-99999999,257,5,25565,12685,12880,17,9,21,34,19,39,49,6,7,92,10830,26,39,35,2.3,4,2,0,0,0,0,1,10765,90,10,264,70,30,19,11,0,2700,1500,1900,2250,2350,3250,-99999997,0,3700,2350,2650,3000,3550,4300,-99999997,240,22,20,310,4,35,59,6,13170,1.2,48,2040,1585,2.4,1.4,11,1.4,1.6,1.9,1.1,5.7,0.4,9.2,0.1,1.5,1.5,1,3.8,9.6,11,0.4,13.5,27886,27638,248
"GM1681","Borger-Odoorn",-99999999,-99999999,256,5,26070,13035,13035,17,10,22,32,18,38,50,6,6,95,10895,25,39,37,2.4,4,1,0,0,0,0,1,11015,94,6,210,68,31,23,8,1,2700,1350,2000,2250,2300,3100,-99999997,0,3750,2250,2900,3100,3400,4300,-99999997,270,25,17,295,0,57,37,6,13630,1.3,50,2460,1600,1.9,1.3,11.4,1.7,2,4.1,0.4,5.2,0.6,9.9,0.3,1.8,1.6,1.5,3.6,11.9,10.4,0.4,16.4,27792,27533,259
"GM1684","Cuijk",-99999999,-99999999,759,4,24435,12235,12200,18,10,27,29,15,44,45,6,5,476,10220,28,34,38,2.4,10,9,2,0,0,4,2,10200,90,10,248,62,38,30,8,0,2050,1100,1750,2000,2250,3100,3800,0,3550,2200,3250,3500,3950,4800,3750,300,35,19,145,3,38,58,4,11785,1.2,230,1710,965,1.3,2.3,12.2,3,1.9,1.7,1.3,2.6,0.9,2.7,0.9,1,4.1,1.1,8.4,2.3,10.2,0.6,2.3,5700,5134,566
"GM1685","Landerd",-99999999,-99999999,421,5,14890,7630,7260,19,11,23,31,15,45,46,4,5,212,5585,23,33,44,2.6,4,2,0,0,0,0,1,5520,90,10,357,73,27,21,6,0,2400,1400,1750,1900,2450,3100,2400,0,4150,2500,3450,3600,4400,5050,3500,70,13,31,215,0,25,68,7,7685,1.4,109,1655,775,1.1,1,12.2,2.2,1.2,1.4,0.9,6.6,0.1,6.9,0.2,1.4,2.2,1.1,5.6,7.3,8.8,0.5,9.5,7068,7036,32
